Rk,Player,WAR,IP,Year,Age,Tm,Lg,G,GS,CG,SHO,GF,W,L,W-L%,SV,H,R,ER,BB,SO,ERA,FIP,K%,BB%,ERA+,BAbip,HR,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,BA,OBP,SLG,OPS,OPS+,Pit,Str
326,John Littlefield\littljo01,0.1,64,1981,27,SDP,NL,42,0,0,0,13,2,3,0.4,2,53,28,26,28,21,3.66,4.32,8.0%,10.7%,90,0.238,5,262,228,3,2,5,1,4,0,11,5,3,0,0,1,0.232,0.319,0.329,0.648,93,,
327,Fred Norman\normafr01,0.1,98,1980,37,MON,NL,48,8,2,0,9,4,4,0.5,4,96,50,45,40,58,4.13,3.95,13.6%,9.4%,87,0.286,8,426,370,21,4,4,3,9,4,4,3,4,0,1,0,0.259,0.333,0.403,0.736,109,,
328,Butch Edge\edgebu01,0.1,51.2,1979,22,TOR,AL,9,9,1,0,0,3,4,0.429,0,60,32,30,24,19,5.23,4.96,7.9%,10.0%,83,0.287,6,240,212,7,2,1,1,2,1,4,6,0,0,0,4,0.283,0.357,0.42,0.777,109,,
329,Eduardo Rodriguez\rodried01,0.1,74.1,1979,27,KCR,AL,29,1,1,0,13,4,1,0.8,2,79,42,40,34,26,4.84,5.1,7.9%,10.3%,89,0.275,9,330,286,12,2,4,3,3,4,3,2,7,0,0,4,0.276,0.355,0.427,0.781,108,,
330,Sam Hinds\hindssa01,0.1,72.1,1977,23,MIL,AL,29,1,0,0,11,0,3,0,2,72,42,38,40,46,4.73,4.11,14.2%,12.4%,87,0.294,5,324,271,17,1,3,2,3,8,7,6,1,0,0,5,0.266,0.355,0.391,0.746,103,,
331,Jack Aker\akerja01,0.1,58,1974,33,TOT,NL,41,0,0,0,24,2,2,0.5,2,50,29,23,23,25,3.57,4.58,10.3%,9.4%,104,0.235,7,244,212,8,0,3,2,4,3,9,3,4,0,0,1,0.236,0.313,0.373,0.685,96,,
332,Lew Krausse\krausle02,0.1,66.2,1974,31,ATL,NL,29,4,0,0,10,4,3,0.571,0,65,32,31,32,27,4.18,3.88,9.2%,10.9%,91,0.278,3,293,252,15,0,4,2,6,1,5,8,4,0,0,2,0.258,0.345,0.353,0.698,97,,
333,Jim Ray\rayji01,0.1,52.1,1974,29,DET,AL,28,0,0,0,19,1,3,0.25,2,49,27,26,29,26,4.47,4.3,11.4%,12.7%,85,0.271,4,229,193,9,0,4,1,3,3,4,4,2,0,0,2,0.254,0.35,0.363,0.712,103,,
334,Frank Reberger\reberfr01,0.1,99.1,1972,28,SFG,NL,20,11,2,0,1,3,4,0.429,0,97,49,44,37,52,3.99,3.93,12.2%,8.7%,88,0.274,10,427,377,21,1,2,5,5,3,4,5,3,0,1,4,0.257,0.329,0.398,0.727,111,,
335,Johnny Podres\podrejo01,0.1,64.2,1969,36,SDP,NL,17,9,1,0,2,5,6,0.455,0,66,34,31,28,17,4.31,4.74,5.9%,9.8%,82,0.258,7,287,250,10,1,3,1,5,3,3,2,1,0,0,3,0.264,0.337,0.396,0.733,115,,
336,John Axford\axforjo01,0,54.2,2018,35,TOT,ML,50,1,0,0,12,4,1,0.8,0,52,35,32,22,54,5.27,3.98,23.2%,9.4%,81,0.311,6,233,206,10,1,1,3,0,2,8,3,2,0,0,6,0.252,0.33,0.398,0.729,102,917,553
337,Brad Ziegler\zieglbr01,0,73.2,2018,38,TOT,NL,82,0,0,0,24,2,6,0.25,10,71,34,32,25,50,3.91,4.31,16.4%,8.2%,102,0.286,8,305,276,11,1,6,2,0,2,14,1,1,0,0,1,0.257,0.321,0.391,0.713,100,1067,683
338,Joaquin Benoit\benoijo01,0,50.1,2017,39,TOT,NL,52,0,0,0,13,1,6,0.143,2,43,28,26,22,46,4.65,4.51,21.6%,10.3%,94,0.263,7,213,189,9,2,1,1,0,1,3,2,1,0,0,1,0.228,0.31,0.407,0.717,93,861,557
339,A.J. Griffin\griffaj01,0,77.1,2017,29,TEX,AL,18,15,1,1,2,6,6,0.5,0,76,52,51,28,61,5.94,6.26,18.1%,8.3%,81,0.251,20,338,300,20,1,0,6,0,4,4,2,1,1,0,2,0.253,0.325,0.527,0.852,114,1322,848
340,David Holmberg\holmbda01,0,57.2,2017,25,CHW,AL,37,7,0,0,10,2,4,0.333,0,63,37,30,34,33,4.68,6.8,12.1%,12.5%,92,0.273,12,272,229,14,2,3,6,0,3,3,2,1,0,0,3,0.275,0.379,0.511,0.89,139,1075,633
341,J.C. Gutierrez\gutieju01,0,63.2,2014,30,SFG,NL,61,0,0,0,14,1,2,0.333,0,60,30,28,16,44,3.96,4.03,16.4%,6.0%,88,0.27,7,268,243,11,7,2,2,3,4,2,7,1,0,0,1,0.247,0.294,0.436,0.731,112,960,627
342,Eddie Bonine\bonined01,0,68,2010,29,DET,AL,47,1,0,0,14,4,1,0.8,0,84,37,35,22,26,4.63,4.76,8.6%,7.3%,91,0.314,7,303,275,15,3,2,3,0,3,9,2,2,0,0,4,0.305,0.36,0.458,0.818,121,1063,681
343,Manny Delcarmen\delcama01,0,52.1,2010,28,TOT,ML,57,0,0,0,12,3,4,0.429,0,45,30,29,32,38,4.99,5.51,16.2%,13.7%,89,0.24,8,234,199,7,0,2,1,1,1,2,1,0,0,0,1,0.226,0.335,0.382,0.717,90,940,555
344,Gil Meche\mechegi01,0,61.2,2010,31,KCR,AL,20,9,1,0,1,0,5,0,0,65,42,39,38,41,5.69,5.59,14.6%,13.5%,74,0.296,9,281,238,10,2,3,2,2,1,4,17,4,1,0,1,0.273,0.376,0.445,0.822,125,1117,658
345,Cha-Seung Baek\baekch01,0,141,2008,28,TOT,ML,32,21,0,0,2,6,10,0.375,0,146,78,75,43,92,4.79,4.47,15.3%,7.1%,81,0.289,18,602,545,34,4,3,3,3,8,11,9,5,1,0,4,0.268,0.321,0.444,0.765,114,2268,1453
346,Shawn Chacon\chacosh01,0,85.2,2008,30,HOU,NL,15,15,0,0,0,2,3,0.4,0,88,52,48,41,53,5.04,5.83,14.2%,11.0%,84,0.279,16,374,326,20,2,5,2,4,1,9,2,3,2,0,2,0.27,0.354,0.491,0.845,128,1404,806
347,Kenny Rogers\rogerke01,0,173.2,2008,43,DET,AL,30,30,0,0,0,9,13,0.409,0,212,118,110,71,82,5.7,5.22,10.5%,9.1%,78,0.321,22,782,685,55,3,3,9,7,10,25,1,2,3,1,4,0.309,0.377,0.495,0.872,127,2840,1711
348,Mike Bacsik\bacsimi02,0,118,2007,29,WSN,NL,29,20,0,0,0,5,8,0.385,0,141,73,67,29,45,5.11,6.23,8.7%,5.6%,83,0.28,26,520,478,20,3,3,6,3,4,14,2,2,0,0,4,0.295,0.34,0.513,0.853,129,1840,1147
349,Joe Kennedy\kennejo04,0,110.2,2007,28,TOT,ML,39,16,0,0,6,4,9,0.308,0,119,66,59,55,51,4.8,5.11,10.2%,11.0%,90,0.296,9,501,422,19,3,1,9,6,9,15,8,5,2,0,9,0.282,0.37,0.405,0.775,109,1844,1074
350,Victor Santos\santovi01,0,63.1,2007,30,TOT,ML,36,3,0,0,12,1,6,0.143,0,71,41,41,33,48,5.83,6.51,16.9%,11.6%,80,0.309,15,284,240,15,1,6,3,4,4,9,4,2,1,0,3,0.296,0.382,0.554,0.936,140,1150,658
351,Dave Mlicki\mlickda01,0,86,2002,34,HOU,NL,22,16,0,0,1,4,10,0.286,0,101,57,51,34,57,5.34,4.59,14.6%,8.7%,81,0.318,11,391,348,21,3,5,3,3,3,7,11,2,0,0,3,0.29,0.356,0.463,0.818,114,1328,835
352,Mark Langston\langsma01,0,61.2,1999,38,CLE,AL,25,5,0,0,2,1,2,0.333,0,69,40,36,29,43,5.25,5.05,15.7%,10.6%,95,0.316,9,274,240,15,2,6,0,3,2,7,0,3,1,0,2,0.288,0.362,0.479,0.841,110,,
353,Eric Plunk\plunker01,0,75.1,1999,35,MIL,NL,68,0,0,0,13,4,4,0.5,0,71,44,42,43,63,5.02,5.96,18.6%,12.7%,91,0.271,15,338,283,17,3,5,5,5,2,9,18,2,3,1,5,0.251,0.357,0.491,0.849,119,,
354,Pete Smith\smithpe02,0,88.1,1998,32,TOT,ML,37,12,0,0,5,5,5,0.5,0,102,54,54,34,65,5.5,4.69,16.4%,8.6%,77,0.323,12,397,352,18,1,2,3,4,4,4,22,1,0,1,8,0.29,0.354,0.449,0.803,115,,
355,John Dopson\dopsojo01,0,58.2,1994,30,CAL,AL,21,5,0,0,4,1,4,0.2,1,67,41,40,26,33,6.14,4.82,12.5%,9.9%,80,0.313,6,264,233,14,0,3,3,1,1,6,4,1,0,1,4,0.288,0.365,0.425,0.79,103,,
356,John Barfield\barfijo01,0,83.1,1991,26,TEX,AL,28,9,0,0,4,4,4,0.5,1,96,51,42,22,27,4.54,4.72,7.5%,6.1%,90,0.285,11,361,332,19,3,3,0,3,4,5,1,3,1,2,0,0.289,0.33,0.464,0.793,119,,
357,Mike Smithson\smithmi03,0,143.2,1989,34,BOS,AL,40,19,1,1,12,7,14,0.333,2,170,84,79,35,61,4.95,4.75,9.7%,5.5%,84,0.298,21,632,573,29,3,5,10,5,9,9,10,4,1,0,0,0.297,0.343,0.468,0.811,120,,
358,George Frazier\frazige01,0,81.1,1987,32,MIN,AL,54,0,0,0,26,5,5,0.5,2,77,49,45,51,58,4.98,4.84,16.0%,14.1%,93,0.281,9,363,299,15,0,4,2,1,10,7,15,6,1,1,6,0.258,0.359,0.398,0.757,98,,
359,Milt Wilcox\wilcomi01,0,55.2,1986,36,SEA,AL,13,10,0,0,2,0,8,0,0,74,38,34,28,26,5.5,5.97,10.0%,10.8%,77,0.328,11,259,226,14,2,1,1,1,3,7,5,3,1,1,0,0.327,0.399,0.553,0.952,156,,
360,Burt Hooton\hootobu01,0,124,1985,35,TEX,AL,29,20,2,0,2,5,8,0.385,0,149,78,72,40,62,5.23,4.54,11.4%,7.3%,81,0.308,18,546,501,34,4,2,0,0,5,10,8,4,1,0,2,0.297,0.346,0.489,0.835,125,,
361,Ron Musselman\mussero01,0,52.1,1985,30,TOR,AL,25,4,0,0,9,3,0,1,0,59,28,26,24,29,4.47,3.45,12.3%,10.2%,95,0.315,2,236,208,12,3,2,0,0,4,5,8,1,0,0,3,0.284,0.352,0.399,0.751,103,,
362,Mike Caldwell\caldwmi01,0,126,1984,35,MIL,AL,26,19,4,1,0,6,13,0.316,0,160,76,65,21,34,4.64,3.89,6.2%,3.9%,84,0.316,11,545,509,33,3,2,1,6,8,22,3,0,0,1,2,0.314,0.338,0.456,0.793,121,,
363,Enrique Romo\romoen01,0,86.2,1982,34,PIT,NL,45,0,0,0,14,9,3,0.75,1,81,43,42,36,58,4.36,4.31,15.6%,9.7%,86,0.267,11,373,330,16,3,6,1,5,1,4,10,4,0,1,1,0.245,0.321,0.412,0.733,106,,
364,Andy Messersmith\messean01,0,62.1,1979,33,LAD,NL,11,11,1,0,0,2,4,0.333,0,55,34,34,34,26,4.91,5.41,9.8%,12.8%,74,0.241,9,266,225,10,1,2,0,6,1,5,3,2,0,0,3,0.244,0.342,0.418,0.76,113,,
365,Rick Baldwin\baldwri01,0,62.2,1977,24,NYM,NL,40,0,0,0,13,1,2,0.333,1,62,32,31,31,23,4.45,4.97,8.4%,11.3%,84,0.271,6,274,234,6,0,9,5,2,2,13,6,0,0,1,2,0.265,0.36,0.368,0.728,107,,
366,Mike Thompson\thompmi01,0,51.2,1975,25,ATL,NL,16,10,0,0,1,0,6,0,0,60,32,27,32,42,4.7,3.32,17.5%,13.3%,81,0.372,2,240,197,5,1,0,0,8,3,4,3,4,0,2,5,0.305,0.397,0.371,0.767,115,,
367,Ron Herbel\herbero01,0,51.2,1971,33,ATL,NL,25,0,0,0,9,0,1,0,1,61,31,30,23,22,5.23,4.68,9.3%,9.8%,72,0.313,6,236,203,4,1,1,4,5,1,7,2,3,0,0,6,0.3,0.381,0.419,0.8,126,,
368,Howie Reed\reedho01,0,56.2,1971,34,MON,NL,43,0,0,0,14,2,3,0.4,0,66,28,27,24,25,4.29,4.67,9.9%,9.5%,82,0.301,8,253,223,9,1,7,0,3,3,4,1,2,0,0,1,0.296,0.36,0.453,0.813,137,,
369,Addison Reed\reedad01,-0.1,56,2018,29,MIN,AL,55,0,0,0,14,1,6,0.143,0,65,30,28,15,44,4.5,5.11,18.2%,6.2%,95,0.323,11,242,218,9,2,3,3,2,4,5,3,1,0,0,2,0.298,0.346,0.509,0.855,129,905,597
370,Matt Garza\garzama01,-0.1,114.2,2017,33,MIL,NL,24,22,0,0,1,6,9,0.4,0,121,72,63,45,79,4.94,4.91,15.7%,8.9%,89,0.293,17,504,448,25,4,4,1,7,3,11,11,1,0,0,4,0.27,0.336,0.458,0.794,109,1910,1204
371,Ryan Vogelsong\vogelry01,-0.1,82.1,2016,38,PIT,NL,24,14,0,0,2,3,7,0.3,0,80,51,44,40,61,4.81,5,16.7%,10.9%,86,0.284,11,366,315,19,6,2,4,6,0,6,6,2,0,0,4,0.254,0.345,0.457,0.803,117,1391,820
372,Miguel Batista\batismi01,-0.1,52.2,2012,41,TOT,NL,35,5,0,0,11,1,3,0.25,0,58,30,27,33,36,4.61,5.15,14.8%,13.5%,84,0.315,6,244,205,12,0,1,1,3,2,3,8,3,0,0,1,0.283,0.382,0.429,0.811,130,970,550
373,Chris Jakubauskas\jakubch01,-0.1,72.1,2011,32,BAL,AL,33,6,0,0,11,2,2,0.5,0,93,46,46,29,52,5.72,4.89,15.7%,8.8%,74,0.349,11,331,294,21,1,3,3,1,4,6,2,2,0,0,5,0.316,0.379,0.507,0.886,139,1299,824
374,Seth McClung\mccluse01,-0.1,62,2009,28,MIL,NL,41,2,0,0,8,3,3,0.5,0,62,34,34,39,40,4.94,6.05,14.4%,14.0%,84,0.277,11,278,232,11,0,1,1,3,3,7,6,1,0,0,3,0.267,0.371,0.457,0.828,125,1114,648
375,Gary Glover\glovega01,-0.1,54.1,2008,31,TOT,AL,47,0,0,0,15,2,3,0.4,0,64,33,32,22,37,5.3,4.77,15.0%,8.9%,84,0.322,7,246,221,12,3,6,2,1,0,8,0,1,0,0,4,0.29,0.359,0.466,0.825,116,967,602
376,Chris Spurling\spurlch01,-0.1,50,2007,30,MIL,NL,49,0,0,0,21,2,1,0.667,0,63,31,26,14,28,4.68,4.64,12.4%,6.2%,95,0.326,6,225,208,12,1,3,2,0,1,5,2,0,0,0,4,0.303,0.351,0.457,0.808,113,768,514
377,Roberto Novoa\novoaro01,-0.1,76,2006,26,CHC,NL,66,0,0,0,10,2,1,0.667,0,77,47,36,32,53,4.26,5.82,15.8%,9.5%,109,0.272,15,336,294,15,1,5,6,2,2,9,10,0,0,0,4,0.262,0.344,0.473,0.817,110,1286,782
378,Chris Holt\holtch01,-0.1,151.1,2001,29,DET,AL,30,22,1,0,3,7,9,0.438,0,197,102,97,57,80,5.77,4.83,11.5%,8.2%,74,0.342,18,695,617,38,7,5,8,8,5,16,15,6,0,0,3,0.319,0.381,0.491,0.872,135,2565,1552
379,Chad Ogea\ogeach01,-0.1,168,1999,28,PHI,NL,36,28,0,0,3,6,12,0.333,0,192,110,105,61,77,5.62,6.16,10.3%,8.2%,85,0.28,36,746,667,52,1,1,4,10,4,12,16,4,0,2,5,0.288,0.349,0.531,0.88,121,,
380,Ron Blazier\blaziro01,-0.1,53.2,1997,25,PHI,NL,36,0,0,0,7,1,1,0.5,0,62,31,30,21,42,5.03,4.66,17.5%,8.8%,85,0.321,8,240,214,15,1,3,0,1,4,3,7,0,0,0,2,0.29,0.347,0.481,0.829,121,,
381,Terry Clark\clarkte01,-0.1,57,1997,36,TOT,AL,13,9,0,0,2,1,7,0.125,0,70,41,38,23,24,6,4.95,9.4%,9.0%,80,0.32,6,256,228,15,1,1,2,1,2,6,2,3,0,0,1,0.307,0.373,0.461,0.833,113,,
382,John Smiley\smilejo01,-0.1,154.1,1997,32,TOT,ML,26,26,0,0,0,11,14,0.44,0,184,99,91,41,120,5.31,4.68,17.8%,6.1%,83,0.333,26,674,618,33,1,3,7,6,2,14,15,7,2,0,5,0.298,0.347,0.481,0.828,117,,
383,Marvin Freeman\freemma02,-0.1,131.2,1996,33,TOT,ML,27,24,0,0,1,7,9,0.438,0,155,103,90,58,72,6.15,5.61,12.0%,9.7%,85,0.309,21,600,524,23,5,1,6,9,3,19,19,2,0,1,13,0.296,0.371,0.479,0.85,109,,
384,Chuck Crim\crimch01,-0.1,64.1,1994,32,CHC,NL,49,1,0,0,16,5,4,0.556,2,69,36,32,24,43,4.48,4.78,15.2%,8.5%,94,0.297,9,283,254,9,1,6,1,3,0,4,8,1,0,1,2,0.272,0.337,0.421,0.758,102,,
385,Mike Boddicker\boddimi01,-0.1,54,1993,35,MIL,AL,10,10,1,0,0,3,5,0.375,0,77,35,34,15,24,5.67,4.6,9.6%,6.0%,75,0.357,6,249,228,10,2,1,4,1,1,4,6,3,1,0,0,0.338,0.387,0.478,0.865,133,,
386,Brian Dubois\duboibr01,-0.1,58.1,1990,23,DET,AL,12,11,0,0,0,3,5,0.375,0,70,37,33,22,34,5.09,4.83,13.3%,8.6%,79,0.326,9,255,226,13,3,1,1,2,4,12,2,1,0,1,5,0.31,0.368,0.513,0.881,143,,
387,Jerry Reed\reedje01,-0.1,52.1,1990,34,TOT,AL,33,0,0,0,16,2,2,0.5,2,63,31,28,19,19,4.82,3.67,8.1%,8.1%,85,0.318,2,234,210,17,3,2,0,2,3,7,4,0,0,1,7,0.3,0.353,0.438,0.792,117,,
388,Don Sutton\suttodo01,-0.1,87.1,1988,43,LAD,NL,16,16,0,0,0,3,6,0.333,0,91,44,38,30,44,3.92,3.87,11.6%,7.9%,86,0.289,7,380,337,12,1,6,1,7,5,4,20,4,0,4,2,0.27,0.327,0.374,0.701,108,,
389,Tony Arnold\arnolto01,-0.1,53,1987,28,BAL,AL,27,0,0,0,10,0,0,,0,71,35,34,17,18,5.77,5.23,7.5%,7.1%,76,0.332,8,239,215,18,2,5,2,4,1,8,4,1,1,0,1,0.33,0.383,0.544,0.927,144,,
390,Phil Niekro\niekrph01,-0.1,138.2,1987,48,TOT,ML,26,26,2,0,0,7,13,0.35,0,163,99,97,66,64,6.3,5.52,10.1%,10.4%,72,0.294,22,637,560,33,6,1,4,2,5,4,12,8,0,3,10,0.291,0.367,0.489,0.856,125,,
391,Jim Barr\barrji01,-0.1,92.2,1983,35,SFG,NL,53,0,0,0,23,5,3,0.625,2,106,47,41,20,47,3.98,3.4,11.9%,5.1%,90,0.313,7,395,361,15,5,9,1,4,9,3,4,6,0,0,1,0.294,0.325,0.421,0.746,115,,
392,Preston Hanna\hannapr01,-0.1,84.1,1982,27,TOT,ML,43,3,1,0,11,3,4,0.429,0,90,49,45,61,49,4.8,4.69,12.7%,15.8%,80,0.315,6,386,318,15,2,3,1,2,4,13,9,8,0,0,7,0.283,0.396,0.399,0.795,126,,
393,Doc Medich\medicdo01,-0.1,185.2,1982,33,TOT,AL,31,31,3,0,0,12,15,0.444,0,203,110,104,93,73,5.04,4.34,8.8%,11.2%,77,0.3,12,828,711,28,12,6,4,9,11,20,30,6,0,1,8,0.286,0.366,0.409,0.776,118,,
394,Silvio Martinez\martisi01,-0.1,97,1981,25,STL,NL,18,16,0,0,0,2,5,0.286,0,95,48,43,39,34,3.99,3.67,8.2%,9.4%,90,0.274,4,413,366,20,5,3,1,3,4,10,20,3,1,0,2,0.26,0.329,0.374,0.704,103,,
395,Ed Halicki\haliced01,-0.1,60.1,1980,29,TOT,ML,21,8,0,0,7,3,1,0.75,0,68,37,34,21,30,5.07,4.96,11.4%,8.0%,75,0.287,10,263,239,9,3,1,0,0,3,3,13,1,0,0,1,0.285,0.338,0.473,0.811,128,,
396,Jackie Brown\brownja01,-0.1,185.2,1977,34,MON,NL,42,25,6,2,3,9,12,0.429,0,189,99,93,71,89,4.51,4.04,11.1%,8.8%,84,0.282,15,804,715,35,2,5,4,9,5,8,23,7,0,0,2,0.264,0.332,0.382,0.714,100,,
397,Jerry Johnson\johnsje01,-0.1,86,1977,33,TOR,AL,43,0,0,0,25,2,4,0.333,5,91,50,44,54,54,4.6,4.73,13.8%,13.8%,92,0.304,9,392,326,13,2,4,0,5,7,10,8,4,0,1,3,0.279,0.375,0.414,0.789,114,,
398,Randy Tate\tatera01,-0.1,137.2,1975,22,NYM,NL,26,23,2,0,1,5,13,0.278,0,121,73,68,86,99,4.45,3.89,16.4%,14.2%,78,0.283,8,605,505,19,2,3,5,7,2,7,8,11,1,2,1,0.24,0.355,0.333,0.687,102,,
399,Mike Corkins\corkimi01,-0.1,56.1,1974,28,SDP,NL,25,2,0,0,5,2,2,0.5,0,53,32,30,32,41,4.79,4.03,16.7%,13.0%,75,0.293,5,246,208,9,1,4,1,3,2,5,3,4,0,3,1,0.255,0.354,0.38,0.734,115,,
400,Rich Hand\handri01,-0.1,96.1,1973,24,TOT,AL,24,13,1,0,7,6,6,0.5,0,107,58,47,40,33,4.39,4.16,7.6%,9.2%,83,0.287,7,434,381,18,6,5,3,3,7,5,9,0,0,0,3,0.281,0.348,0.415,0.763,121,,
401,Dick Radatz\radatdi01,-0.1,53.1,1969,32,TOT,ML,33,0,0,0,17,2,6,0.25,3,46,30,29,23,50,4.89,4.18,22.1%,10.2%,77,0.268,9,226,197,11,1,1,1,5,0,2,6,3,0,0,0,0.234,0.317,0.437,0.753,114,,
402,Yovani Gallardo\gallayo01,-0.2,94.1,2018,32,TOT,ML,21,18,0,0,1,8,8,0.5,0,107,68,67,47,58,6.39,5.42,13.7%,11.1%,74,0.311,14,422,370,22,6,2,2,1,1,19,4,2,0,0,6,0.289,0.371,0.495,0.866,126,1669,969
403,Brandon McCarthy\mccarbr01,-0.2,78.2,2018,34,ATL,NL,15,15,0,0,0,6,3,0.667,0,94,45,43,21,65,4.92,4.79,19.2%,6.2%,83,0.338,15,339,313,15,1,0,0,4,1,11,2,1,1,0,2,0.3,0.343,0.498,0.842,129,1215,815
404,Drew Storen\storedr01,-0.2,54.2,2017,29,CIN,NL,58,0,0,0,9,4,2,0.667,1,57,32,27,23,48,4.45,4.88,19.5%,9.4%,101,0.316,7,246,210,9,1,5,10,0,3,6,2,2,0,0,1,0.271,0.366,0.424,0.79,112,909,598
405,Colin Rea\reaco01,-0.2,102.2,2016,25,TOT,NL,20,19,0,0,0,5,5,0.5,0,102,63,55,44,80,4.82,4.63,17.6%,9.7%,83,0.295,12,454,395,18,6,4,8,4,2,10,13,2,0,1,0,0.258,0.343,0.425,0.768,113,1762,1074
406,Jamey Wright\wrighja01,-0.2,70.1,2014,39,LAD,NL,61,1,0,0,22,5,4,0.556,1,72,35,34,27,54,4.35,3.47,17.5%,8.8%,80,0.322,3,308,266,8,1,4,4,6,5,7,4,0,0,0,5,0.271,0.341,0.342,0.683,100,1096,703
407,Ryan Dempster\dempsry01,-0.2,171.1,2013,36,BOS,AL,32,29,0,0,1,8,9,0.471,0,170,97,87,79,157,4.57,4.68,20.8%,10.5%,90,0.297,26,754,664,37,2,1,6,1,4,16,16,1,0,1,9,0.256,0.339,0.435,0.774,111,2997,1847
408,Vicente Padilla\padilvi01,-0.2,50,2012,34,BOS,AL,56,0,0,0,10,4,1,0.8,1,59,26,25,15,51,4.5,3.96,23.4%,6.9%,94,0.369,7,218,198,13,2,3,3,1,1,8,4,1,0,0,0,0.298,0.355,0.49,0.845,126,853,548
409,Brian Bannister\bannibr01,-0.2,127.2,2010,29,KCR,AL,24,23,0,0,1,7,12,0.368,0,158,92,90,50,77,6.34,5.46,13.3%,8.6%,66,0.318,23,581,523,32,2,0,3,2,2,5,15,7,1,0,10,0.302,0.365,0.503,0.868,135,2165,1298
410,Justin Lehr\lehrju01,-0.2,65.1,2009,31,CIN,NL,11,11,1,1,0,5,3,0.625,0,72,39,39,28,33,5.37,6.3,11.5%,9.8%,79,0.28,14,286,252,12,0,1,3,1,2,5,6,1,2,0,3,0.286,0.361,0.5,0.861,131,1070,667
411,Tom Glavine\glavito02,-0.2,63.1,2008,42,ATL,NL,13,13,0,0,0,2,4,0.333,0,67,40,39,37,37,5.54,6.02,13.2%,13.2%,76,0.298,11,281,233,18,0,4,1,7,3,8,1,4,3,0,0,0.288,0.383,0.506,0.89,138,1091,619
412,Mike Stanton\stantmi02,-0.2,57.2,2007,40,CIN,NL,69,0,0,0,11,1,3,0.25,0,75,39,38,18,40,5.93,4.4,15.2%,6.8%,78,0.358,6,263,238,15,1,2,5,1,1,7,4,1,1,0,1,0.315,0.374,0.462,0.836,117,990,650
413,Brandon Claussen\clausbr01,-0.2,77,2006,27,CIN,NL,14,14,0,0,0,3,8,0.273,0,93,56,53,28,57,6.19,5.35,16.2%,8.0%,76,0.329,14,351,309,22,0,1,6,6,2,3,7,3,1,0,2,0.301,0.368,0.508,0.876,123,1331,867
414,Kazuhisa Ishii\ishiika01,-0.2,91,2005,31,NYM,NL,19,16,0,0,0,3,9,0.25,0,87,59,52,49,53,5.14,5.43,13.3%,12.3%,80,0.269,13,399,338,23,1,3,3,6,3,10,8,4,3,0,2,0.257,0.354,0.447,0.8,116,1486,890
415,Paul Quantrill\quantpa01,-0.2,69,2005,36,TOT,ML,50,0,0,0,15,2,2,0.5,0,93,44,41,14,36,5.35,4.22,11.7%,4.5%,77,0.343,8,309,282,17,1,3,3,0,10,5,5,1,0,1,0,0.33,0.356,0.482,0.838,128,1097,717
416,Peter Munro\munrope01,-0.2,99.2,2004,29,HOU,NL,21,19,0,0,1,4,7,0.364,0,120,59,57,26,63,5.15,4.43,14.1%,5.8%,84,0.331,12,446,397,28,5,2,10,9,4,7,11,1,0,0,2,0.302,0.357,0.489,0.846,120,1674,1051
417,Dave Coggin\coggida01,-0.2,77,2002,25,PHI,NL,38,7,0,0,7,2,5,0.286,0,65,42,40,51,64,4.68,4.12,18.9%,15.0%,83,0.284,4,339,281,12,4,3,4,1,2,9,5,3,1,0,11,0.231,0.355,0.345,0.7,96,1282,748
418,Jeff Farnsworth\farnsje01,-0.2,70,2002,26,DET,AL,44,0,0,0,15,2,3,0.4,0,100,47,45,29,28,5.79,4.6,8.5%,8.8%,74,0.357,6,331,296,27,2,8,2,3,1,7,4,0,0,1,6,0.338,0.399,0.503,0.903,147,1110,671
419,Calvin Maduro\madurca01,-0.2,56.2,2002,27,BAL,AL,12,10,0,0,2,2,5,0.286,0,64,37,35,22,29,5.56,5.91,11.5%,8.7%,78,0.275,12,253,229,15,2,1,1,0,1,4,7,1,0,0,1,0.279,0.344,0.52,0.864,131,943,574
420,Jose Rijo\rijojo01,-0.2,77,2002,37,CIN,NL,31,9,0,0,6,5,4,0.556,0,89,48,44,20,38,5.14,4.99,11.2%,5.9%,84,0.288,13,340,315,15,2,1,1,4,0,6,7,0,0,0,1,0.283,0.327,0.467,0.794,108,1240,788
421,Shawn Sedlacek\sedlash01,-0.2,84.1,2002,25,KCR,AL,16,14,0,0,1,3,5,0.375,0,99,64,63,36,52,6.72,5.69,13.7%,9.5%,74,0.312,16,381,327,21,0,2,6,5,7,6,5,3,0,0,5,0.303,0.375,0.514,0.889,124,1365,845
422,Paul Rigdon\rigdopa01,-0.2,79.1,2001,25,MIL,NL,15,15,0,0,0,3,5,0.375,0,86,52,51,46,49,5.79,5.8,13.6%,12.8%,74,0.304,13,360,300,16,1,6,3,9,2,7,7,4,0,0,1,0.287,0.385,0.477,0.861,128,1372,818
423,Tyler Green\greenty01,-0.2,159.1,1998,28,PHI,NL,27,27,0,0,0,6,12,0.333,0,142,97,89,85,113,5.03,5.37,16.2%,12.2%,87,0.256,23,699,594,32,1,1,9,5,6,14,11,8,2,0,8,0.239,0.34,0.412,0.753,101,,
